54571 Autauga County, Alabama
139966 Alexandria city, Virginia
17835 Bristol city, Virginia
6650 Buena Vista city, Virginia
43475 Charlottesville city, Virginia
222209 Chesapeake city, Virginia
17411 Colonial Heights city, Virginia
5961 Covington city, Virginia
43055 Danville city, Virginia
5927 Emporia city, Virginia
22565 Fairfax city, Virginia
12332 Falls Church city, Virginia
8582 Franklin city, Virginia
24286 Fredericksburg city, Virginia
7042 Galax city, Virginia
137436 Hampton city, Virginia
48914 Harrisonburg city, Virginia
22591 Hopewell city, Virginia
7042 Lexington city, Virginia
75568 Lynchburg city, Virginia
37821 Manassas city, Virginia
14273 Manassas Park city, Virginia
13821 Martinsville city, Virginia
180719 Newport News city, Virginia
242803 Norfolk city, Virginia
3958 Norton city, Virginia
32420 Petersburg city, Virginia
12150 Poquoson city, Virginia
95535 Portsmouth city, Virginia
16408 Radford city, Virginia
204214 Richmond city, Virginia
97032 Roanoke city, Virginia
24802 Salem city, Virginia
23746 Staunton city, Virginia
84585 Suffolk city, Virginia
437994 Virginia Beach city, Virginia
21006 Waynesboro city, Virginia
14068 Williamsburg city, Virginia
26203 Winchester city, Virginia
18728 Adams County, Washington
21623 Asotin County, Washington
175177 Benton County, Washington
72453 Chelan County, Washington
71404 Clallam County, Washington
425363 Clark County, Washington
4078 Columbia County, Washington
102410 Cowlitz County, Washington
38431 Douglas County, Washington
7551 Ferry County, Washington
78163 Franklin County, Washington
2266 Garfield County, Washington
89120 Grant County, Washington
72797 Grays Harbor County, Washington
78506 Island County, Washington
29872 Jefferson County, Washington
1931249 King County, Washington
251133 Kitsap County, Washington
40915 Kittitas County, Washington
20318 Klickitat County, Washington
75455 Lewis County, Washington
10570 Lincoln County, Washington
60699 Mason County, Washington
41120 Okanogan County, Washington
20920 Pacific County, Washington
13001 Pend Oreille County, Washington
795225 Pierce County, Washington
15769 San Juan County, Washington
116901 Skagit County, Washington
11066 Skamania County, Washington
713335 Snohomish County, Washington
471221 Spokane County, Washington
43531 Stevens County, Washington
252264 Thurston County, Washington
3978 Wahkiakum County, Washington
58781 Walla Walla County, Washington
201140 Whatcom County, Washington
44776 Whitman County, Washington
243231 Yakima County, Washington
16589 Barbour County, West Virginia
104169 Berkeley County, West Virginia
24629 Boone County, West Virginia
14523 Braxton County, West Virginia
24069 Brooke County, West Virginia
96319 Cabell County, West Virginia
7627 Calhoun County, West Virginia
9386 Clay County, West Virginia
8202 Doddridge County, West Virginia
46039 Fayette County, West Virginia
8693 Gilmer County, West Virginia
11937 Grant County, West Virginia
35480 Greenbrier County, West Virginia
23964 Hampshire County, West Virginia
30676 Hancock County, West Virginia
14025 Hardy County, West Virginia
69099 Harrison County, West Virginia
29211 Jackson County, West Virginia
53498 Jefferson County, West Virginia
193063 Kanawha County, West Virginia
16372 Lewis County, West Virginia
21720 Lincoln County, West Virginia
36743 Logan County, West Virginia
22113 McDowell County, West Virginia
56418 Marion County, West Virginia
33107 Marshall County, West Virginia
27324 Mason County, West Virginia
62264 Mercer County, West Virginia
28212 Mineral County, West Virginia
26839 Mingo County, West Virginia
96189 Monongalia County, West Virginia
13502 Monroe County, West Virginia
17541 Morgan County, West Virginia
26233 Nicholas County, West Virginia
44443 Ohio County, West Virginia
7695 Pendleton County, West Virginia
7605 Pleasants County, West Virginia
8719 Pocahontas County, West Virginia
33520 Preston County, West Virginia
55486 Putnam County, West Virginia
78859 Raleigh County, West Virginia
29405 Randolph County, West Virginia
10449 Ritchie County, West Virginia
14926 Roane County, West Virginia
13927 Summers County, West Virginia
16895 Taylor County, West Virginia
7141 Tucker County, West Virginia
9208 Tyler County, West Virginia
24254 Upshur County, West Virginia
42481 Wayne County, West Virginia
9154 Webster County, West Virginia
16583 Wetzel County, West Virginia
5717 Wirt County, West Virginia
86956 Wood County, West Virginia
23796 Wyoming County, West Virginia
20875 Adams County, Wisconsin
16157 Ashland County, Wisconsin
45870 Barron County, Wisconsin
15014 Bayfield County, Wisconsin
248007 Brown County, Wisconsin
13587 Buffalo County, Wisconsin
15457 Burnett County, Wisconsin
48971 Calumet County, Wisconsin
62415 Chippewa County, Wisconsin
34690 Clark County, Wisconsin
56833 Columbia County, Wisconsin
16644 Crawford County, Wisconsin
488073 Dane County, Wisconsin
88759 Dodge County, Wisconsin
27785 Door County, Wisconsin
44159 Douglas County, Wisconsin
43857 Dunn County, Wisconsin
98736 Eau Claire County, Wisconsin
4423 Florence County, Wisconsin
101633 Fond du Lac County, Wisconsin
9304 Forest County, Wisconsin
51208 Grant County, Wisconsin
36842 Green County, Wisconsin
19051 Green Lake County, Wisconsin
23687 Iowa County, Wisconsin
5916 Iron County, Wisconsin
20449 Jackson County, Wisconsin
83686 Jefferson County, Wisconsin
26664 Juneau County, Wisconsin
166426 Kenosha County, Wisconsin
20574 Kewaunee County, Wisconsin
114638 La Crosse County, Wisconsin
16836 Lafayette County, Wisconsin
19977 Langlade County, Wisconsin
28743 Lincoln County, Wisconsin
81442 Manitowoc County, Wisconsin
134063 Marathon County, Wisconsin
41749 Marinette County, Wisconsin
15404 Marquette County, Wisconsin
4232 Menominee County, Wisconsin
947735 Milwaukee County, Wisconsin
44673 Monroe County, Wisconsin
37660 Oconto County, Wisconsin
35998 Oneida County, Wisconsin
176695 Outagamie County, Wisconsin
86395 Ozaukee County, Wisconsin
7469 Pepin County, Wisconsin
41019 Pierce County, Wisconsin
44205 Polk County, Wisconsin
70019 Portage County, Wisconsin
14159 Price County, Wisconsin
195408 Racine County, Wisconsin
18021 Richland County, Wisconsin
160331 Rock County, Wisconsin
14755 Rusk County, Wisconsin
84345 St. Croix County, Wisconsin
61976 Sauk County, Wisconsin
16557 Sawyer County, Wisconsin
41949 Shawano County, Wisconsin
115507 Sheboygan County, Wisconsin
20689 Taylor County, Wisconsin
28816 Trempealeau County, Wisconsin
29773 Vernon County, Wisconsin
21430 Vilas County, Wisconsin
102228 Walworth County, Wisconsin
15911 Washburn County, Wisconsin
131887 Washington County, Wisconsin
389891 Waukesha County, Wisconsin
52410 Waupaca County, Wisconsin
24496 Waushara County, Wisconsin
166994 Winnebago County, Wisconsin
74749 Wood County, Wisconsin
36299 Albany County, Wyoming
11668 Big Horn County, Wyoming
46133 Campbell County, Wyoming
15885 Carbon County, Wyoming
13833 Converse County, Wyoming
7083 Crook County, Wyoming
40123 Fremont County, Wyoming
13249 Goshen County, Wyoming
4812 Hot Springs County, Wyoming
8569 Johnson County, Wyoming
91738 Laramie County, Wyoming
18106 Lincoln County, Wyoming
75450 Natrona County, Wyoming
2484 Niobrara County, Wyoming
28205 Park County, Wyoming
8667 Platte County, Wyoming
29116 Sheridan County, Wyoming
10247 Sublette County, Wyoming
43806 Sweetwater County, Wyoming
21294 Teton County, Wyoming
21118 Uinta County, Wyoming
8533 Washakie County, Wyoming
7208 Weston County, Wyoming
 
